feature,mean_abs_coefficient,max_abs_coefficient
num__siperfaqja_e_tokes_ne_metra_katror,0.13677647373080043,0.23159241330266456
num__siperfaqja_e_tokes_ne_metra_katror_was_missing,0.13651902395900087,0.507853241662075
num__raw_has_land_area,0.13651902395900087,0.507853241662075
cat__arbk_aktiviteti_2_pershkrimi_Tregtia me pakicë e veshjeve në dyqane të specializuara,0.13628189091664117,0.3425410577852566
cat__arbk_aktiviteti_1_pershkrimi_Tregti tjetër me pakicë në dyqane jo të specializuara,0.13620616567388966,0.33639206800360255
cat__arbk_aktiviteti_2_pershkrimi_Tregtia me pakicë e produkteve të tjera ushqimore në dyqane të specializuara,0.1361970017847584,0.34046828211510083
cat__komuna_lokacioni_i_asetit_te_shitur_infrequent_sklearn,0.13601059786324093,0.2972737247253153
cat__komuna_lokacioni_i_asetit_te_shitur_Obiliq,0.13456918601082832,0.3511124414717999
cat__arbk_aktiviteti_2_pershkrimi_Aktivitetet shërbyese të pijeve,0.13252196476162748,0.29472160793044777
cat__arbk_aktiviteti_2_pershkrimi_Punime suvatimi,0.13142885091932988,0.4115644949631035
cat__arbk_aktiviteti_2_pershkrimi_Tregtia me shumicë e veshjeve dhe këpucëve,0.1307466477712309,0.49349911847110617
cat__zona_kadastrale_MITROVICË VERIORE,0.128327299482268,0.30112520054911934
num__raw_has_object_area,0.12824862915468643,0.321576781060441
num__siperfaqja_e_objektit_nese_ka_objekt_te_toka_dhe_dihet_siperfaqja_m2_was_missing,0.12824862915468643,0.321576781060441
cat__zona_kadastrale_GJURAKOC,0.12671607641858137,0.3359232607863862
"cat__zona_kadastrale_Hotel Molika, Brezovicë p.n",0.1262743644155152,0.5050974576620606
cat__arbk_aktiviteti_2_pershkrimi_Përgatitja e vendpunishtes,0.12614309154224598,0.38266882392609386
cat__zona_kadastrale_PRIZREN,0.12540188118806508,0.30851999752599807
cat__zona_kadastrale_Dragash,0.12443805132512144,0.49462641306207644
num__is_high_value_asset,0.12436360604003835,0.3411717047923985
cat__komuna_lokacioni_i_asetit_te_shitur_Mitrovicë e Jugut,0.12305080647488463,0.4588465592732103
cat__komuna_lokacioni_i_asetit_te_shitur_Gllogoc,0.12131970463096577,0.2922691045942528
cat__arbk_aktiviteti_2_pershkrimi_Aktivitetet e inxhinierisë dhe këshillimit teknik,0.12107548627208543,0.4154396995214087
cat__arbk_aktiviteti_2_pershkrimi_Tregtia me shumicë e drithërave duhanit të papërpunuar farërave dhe ushqimit të kafshëve,0.12034836286147339,0.2963376352454722
cat__kategoria_e_asetit_fermë,0.11846010146555888,0.43192238490325835
cat__arbk_aktiviteti_2_pershkrimi_Tregtia me pakicë e artikujve kozmetikë dhe të tualetit në dyqane të specializuara,0.1170969310706979,0.46838772428279113
cat__zona_kadastrale_Lubizhdë,0.11652514283439963,0.46610057133759925
